filename,width,height,class,xmin,ymin,xmax,ymax
11_missing_hole_05,2282,2248,Missing_hole,1416,1744,1498,1832
11_missing_hole_05,2282,2248,Missing_hole,2021,1806,2121,1899
11_missing_hole_05,2282,2248,Missing_hole,860,1749,939,1837
11_missing_hole_05,2282,2248,Missing_hole,1144,1867,1216,1952
11_missing_hole_06,2282,2248,Missing_hole,1075,862,1150,940
11_missing_hole_06,2282,2248,Missing_hole,1161,729,1242,825
11_missing_hole_06,2282,2248,Missing_hole,1506,868,1586,946
11_missing_hole_06,2282,2248,Missing_hole,819,1268,895,1360
11_missing_hole_06,2282,2248,Missing_hole,527,1752,611,1836
11_missing_hole_07,2282,2248,Missing_hole,1170,737,1240,817
11_missing_hole_07,2282,2248,Missing_hole,1329,968,1406,1048
11_missing_hole_07,2282,2248,Missing_hole,511,961,591,1038
11_missing_hole_07,2282,2248,Missing_hole,713,1884,760,1930
11_missing_hole_07,2282,2248,Missing_hole,820,1881,867,1931
11_missing_hole_08,2282,2248,Missing_hole,1317,1542,1379,1617
11_missing_hole_08,2282,2248,Missing_hole,1128,1282,1192,1353
11_missing_hole_08,2282,2248,Missing_hole,1432,962,1506,1047
11_missing_hole_08,2282,2248,Missing_hole,721,967,786,1047
11_missing_hole_08,2282,2248,Missing_hole,424,1537,511,1615
11_missing_hole_09,2282,2248,Missing_hole,856,224,936,313
11_missing_hole_09,2282,2248,Missing_hole,912,593,983,673
11_missing_hole_09,2282,2248,Missing_hole,1548,551,1637,636
11_missing_hole_09,2282,2248,Missing_hole,712,1265,793,1349
11_missing_hole_09,2282,2248,Missing_hole,1301,1749,1388,1834
11_missing_hole_10,2282,2248,Missing_hole,950,737,1047,834
11_missing_hole_10,2282,2248,Missing_hole,294,740,391,821
11_missing_hole_10,2282,2248,Missing_hole,816,967,888,1044
11_missing_hole_10,2282,2248,Missing_hole,1416,1468,1506,1549
11_missing_hole_10,2282,2248,Missing_hole,611,1449,686,1522
12_missing_hole_01,2529,2530,Missing_hole,2218,982,2278,1044
12_missing_hole_01,2529,2530,Missing_hole,1809,256,1862,320
12_missing_hole_01,2529,2530,Missing_hole,1594,1233,1657,1283
12_missing_hole_01,2529,2530,Missing_hole,1086,1712,1150,1777
12_missing_hole_01,2529,2530,Missing_hole,1647,1964,1698,2026
12_missing_hole_02,2529,2530,Missing_hole,2219,1089,2274,1145
12_missing_hole_02,2529,2530,Missing_hole,1089,1711,1147,1774
12_missing_hole_02,2529,2530,Missing_hole,585,889,643,948
12_missing_hole_02,2529,2530,Missing_hole,1642,1953,1706,2033
12_missing_hole_02,2529,2530,Missing_hole,2175,1275,2233,1337
12_missing_hole_03,2529,2530,Missing_hole,1548,832,1604,894
12_missing_hole_03,2529,2530,Missing_hole,378,1094,444,1156
12_missing_hole_03,2529,2530,Missing_hole,257,1374,330,1463
12_missing_hole_03,2529,2530,Missing_hole,979,1955,1046,2024
12_missing_hole_03,2529,2530,Missing_hole,1637,1963,1707,2029
12_missing_hole_03,2529,2530,Missing_hole,148,1708,221,1771
12_missing_hole_04,2529,2530,Missing_hole,1288,1325,1337,1380
12_missing_hole_04,2529,2530,Missing_hole,1493,1412,1546,1463
12_missing_hole_04,2529,2530,Missing_hole,1498,1017,1546,1072
12_missing_hole_04,2529,2530,Missing_hole,1908,1010,1963,1079
12_missing_hole_04,2529,2530,Missing_hole,1315,445,1361,494
12_missing_hole_05,2529,2530,Missing_hole,877,879,926,930
12_missing_hole_05,2529,2530,Missing_hole,1261,1152,1306,1202
12_missing_hole_05,2529,2530,Missing_hole,1076,1324,1135,1379
12_missing_hole_05,2529,2530,Missing_hole,2005,1323,2065,1387
12_missing_hole_05,2529,2530,Missing_hole,2318,883,2381,945
12_missing_hole_05,2529,2530,Missing_hole,1644,1710,1707,1782
12_missing_hole_06,2529,2530,Missing_hole,1184,1015,1237,1077
12_missing_hole_06,2529,2530,Missing_hole,1597,1013,1655,1076
12_missing_hole_06,2529,2530,Missing_hole,2218,980,2282,1043
12_missing_hole_06,2529,2530,Missing_hole,1128,1466,1183,1529
12_missing_hole_06,2529,2530,Missing_hole,379,1097,442,1154
12_missing_hole_07,2529,2530,Missing_hole,1546,628,1606,694
12_missing_hole_07,2529,2530,Missing_hole,1804,1013,1862,1079
12_missing_hole_07,2529,2530,Missing_hole,1386,1233,1449,1288
12_missing_hole_07,2529,2530,Missing_hole,661,1033,716,1091
12_missing_hole_07,2529,2530,Missing_hole,1911,255,1965,319
12_missing_hole_08,2529,2530,Missing_hole,2203,1714,2266,1780
12_missing_hole_08,2529,2530,Missing_hole,381,1046,437,1095
12_missing_hole_08,2529,2530,Missing_hole,503,686,561,741
12_missing_hole_08,2529,2530,Missing_hole,809,1956,874,2025
12_missing_hole_08,2529,2530,Missing_hole,874,263,936,314
12_missing_hole_09,2529,2530,Missing_hole,2118,259,2176,323
12_missing_hole_09,2529,2530,Missing_hole,841,1269,897,1331
12_missing_hole_09,2529,2530,Missing_hole,1136,1008,1187,1071
12_missing_hole_09,2529,2530,Missing_hole,2078,1086,2129,1130
12_missing_hole_09,2529,2530,Missing_hole,1438,1321,1498,1383
12_missing_hole_10,2529,2530,Missing_hole,1386,1231,1450,1291
12_missing_hole_10,2529,2530,Missing_hole,1648,1021,1703,1079
12_missing_hole_10,2529,2530,Missing_hole,877,882,932,940
12_missing_hole_10,2529,2530,Missing_hole,693,768,740,815
12_missing_hole_10,2529,2530,Missing_hole,1960,1322,2018,1391
01_mouse_bite_01,3034,1586,Mouse_bite,1518,913,1547,958
01_mouse_bite_01,3034,1586,Mouse_bite,2020,1259,2046,1301
01_mouse_bite_01,3034,1586,Mouse_bite,2594,887,2619,919
01_mouse_bite_02,3034,1586,Mouse_bite,1525,1165,1570,1209
01_mouse_bite_02,3034,1586,Mouse_bite,1984,950,2021,987
01_mouse_bite_02,3034,1586,Mouse_bite,785,1034,824,1073
01_mouse_bite_03,3034,1586,Mouse_bite,1018,500,1078,558
01_mouse_bite_03,3034,1586,Mouse_bite,1263,1066,1300,1099
01_mouse_bite_03,3034,1586,Mouse_bite,1682,638,1722,676
01_mouse_bite_04,3034,1586,Mouse_bite,1940,757,1973,785
01_mouse_bite_04,3034,1586,Mouse_bite,2590,892,2624,929
01_mouse_bite_04,3034,1586,Mouse_bite,2564,545,2602,583
01_mouse_bite_05,3034,1586,Mouse_bite,2150,1154,2183,1190
01_mouse_bite_05,3034,1586,Mouse_bite,2164,295,2205,330
01_mouse_bite_05,3034,1586,Mouse_bite,2201,615,2233,653
01_mouse_bite_06,3034,1586,Mouse_bite,1197,1311,1244,1350
01_mouse_bite_06,3034,1586,Mouse_bite,2629,318,2665,351
01_mouse_bite_06,3034,1586,Mouse_bite,2820,823,2852,871
01_mouse_bite_07,3034,1586,Mouse_bite,1471,402,1507,460
01_mouse_bite_07,3034,1586,Mouse_bite,441,916,476,947
01_mouse_bite_07,3034,1586,Mouse_bite,663,1302,702,1343
01_mouse_bite_08,3034,1586,Mouse_bite,1018,1281,1058,1318
01_mouse_bite_08,3034,1586,Mouse_bite,837,1099,873,1147
01_mouse_bite_09,3034,1586,Mouse_bite,957,885,990,916
01_mouse_bite_09,3034,1586,Mouse_bite,175,1112,207,1143
01_mouse_bite_09,3034,1586,Mouse_bite,597,803,625,840
01_mouse_bite_10,3034,1586,Mouse_bite,1694,642,1729,676
01_mouse_bite_10,3034,1586,Mouse_bite,444,422,505,463
01_mouse_bite_11,3034,1586,Mouse_bite,1199,965,1234,1003
01_mouse_bite_11,3034,1586,Mouse_bite,2042,754,2073,785
01_mouse_bite_11,3034,1586,Mouse_bite,1471,606,1506,639
01_mouse_bite_12,3034,1586,Mouse_bite,2594,881,2625,917
01_mouse_bite_12,3034,1586,Mouse_bite,2818,1210,2853,1253
01_mouse_bite_12,3034,1586,Mouse_bite,2664,318,2704,354
01_mouse_bite_13,3034,1586,Mouse_bite,1222,1368,1264,1409
01_mouse_bite_13,3034,1586,Mouse_bite,1539,1161,1577,1202
01_mouse_bite_13,3034,1586,Mouse_bite,1549,1288,1585,1326
01_mouse_bite_14,3034,1586,Mouse_bite,731,1396,768,1430
01_mouse_bite_14,3034,1586,Mouse_bite,444,914,475,949
01_mouse_bite_15,3034,1586,Mouse_bite,600,1052,634,1083
01_mouse_bite_15,3034,1586,Mouse_bite,2650,558,2683,590
01_mouse_bite_16,3034,1586,Mouse_bite,2547,317,2582,352
01_mouse_bite_16,3034,1586,Mouse_bite,2209,1113,2248,1160
01_mouse_bite_16,3034,1586,Mouse_bite,2768,305,2795,344
01_mouse_bite_17,3034,1586,Mouse_bite,2168,853,2200,886
01_mouse_bite_17,3034,1586,Mouse_bite,1512,918,1544,957
01_mouse_bite_17,3034,1586,Mouse_bite,2727,1244,2761,1289
01_mouse_bite_18,3034,1586,Mouse_bite,391,1395,427,1428
01_mouse_bite_19,3034,1586,Mouse_bite,724,1221,755,1258
01_mouse_bite_19,3034,1586,Mouse_bite,645,1286,689,1328
01_mouse_bite_20,3034,1586,Mouse_bite,1338,1366,1382,1410
01_mouse_bite_20,3034,1586,Mouse_bite,995,1311,1040,1350
01_mouse_bite_20,3034,1586,Mouse_bite,791,1295,833,1339
04_mouse_bite_01,3056,2464,Mouse_bite,986,2114,1093,2195
04_mouse_bite_01,3056,2464,Mouse_bite,1894,1447,1978,1536
04_mouse_bite_01,3056,2464,Mouse_bite,1772,1139,1854,1190
04_mouse_bite_02,3056,2464,Mouse_bite,761,1159,832,1200
04_mouse_bite_02,3056,2464,Mouse_bite,536,1467,581,1530
04_mouse_bite_02,3056,2464,Mouse_bite,1533,1875,1619,1926
04_mouse_bite_03,3056,2464,Mouse_bite,2009,435,2084,482
04_mouse_bite_03,3056,2464,Mouse_bite,2157,861,2207,935
04_mouse_bite_03,3056,2464,Mouse_bite,1152,472,1207,539
04_mouse_bite_04,3056,2464,Mouse_bite,113,995,171,1064
04_mouse_bite_04,3056,2464,Mouse_bite,853,1080,926,1136
04_mouse_bite_04,3056,2464,Mouse_bite,261,540,327,609
04_mouse_bite_05,3056,2464,Mouse_bite,700,642,761,724
04_mouse_bite_05,3056,2464,Mouse_bite,1106,620,1169,688
04_mouse_bite_05,3056,2464,Mouse_bite,1595,472,1648,550
04_mouse_bite_06,3056,2464,Mouse_bite,397,2231,497,2298
04_mouse_bite_06,3056,2464,Mouse_bite,2382,1789,2467,1852
04_mouse_bite_06,3056,2464,Mouse_bite,2562,1581,2635,1631
04_mouse_bite_07,3056,2464,Mouse_bite,1257,1197,1341,1252
04_mouse_bite_07,3056,2464,Mouse_bite,2409,1136,2469,1220
04_mouse_bite_07,3056,2464,Mouse_bite,751,1205,823,1256
04_mouse_bite_08,3056,2464,Mouse_bite,1473,1068,1554,1145
04_mouse_bite_08,3056,2464,Mouse_bite,426,1357,481,1419
04_mouse_bite_08,3056,2464,Mouse_bite,1738,811,1795,875
04_mouse_bite_09,3056,2464,Mouse_bite,1126,1494,1182,1561
04_mouse_bite_09,3056,2464,Mouse_bite,1672,1508,1725,1573
04_mouse_bite_09,3056,2464,Mouse_bite,1958,1353,2025,1451
04_mouse_bite_10,3056,2464,Mouse_bite,1588,1861,1673,1928
04_mouse_bite_10,3056,2464,Mouse_bite,590,1386,656,1477
04_mouse_bite_10,3056,2464,Mouse_bite,488,1601,541,1686
04_mouse_bite_11,3056,2464,Mouse_bite,1659,271,1751,335
04_mouse_bite_11,3056,2464,Mouse_bite,1208,1150,1299,1221
04_mouse_bite_11,3056,2464,Mouse_bite,2273,751,2353,821
04_mouse_bite_12,3056,2464,Mouse_bite,2302,438,2392,507
04_mouse_bite_12,3056,2464,Mouse_bite,473,504,575,572
04_mouse_bite_12,3056,2464,Mouse_bite,512,1015,605,1070
04_mouse_bite_13,3056,2464,Mouse_bite,855,1236,957,1304
04_mouse_bite_13,3056,2464,Mouse_bite,2083,1092,2176,1166
04_mouse_bite_13,3056,2464,Mouse_bite,870,1800,929,1881
04_mouse_bite_14,3056,2464,Mouse_bite,748,1126,823,1177
04_mouse_bite_14,3056,2464,Mouse_bite,2221,1208,2282,1297
04_mouse_bite_14,3056,2464,Mouse_bite,1972,1734,2052,1801
04_mouse_bite_15,3056,2464,Mouse_bite,1665,1201,1750,1258
04_mouse_bite_15,3056,2464,Mouse_bite,592,1335,650,1415
04_mouse_bite_15,3056,2464,Mouse_bite,1571,714,1646,794
04_mouse_bite_16,3056,2464,Mouse_bite,1794,806,1840,874
04_mouse_bite_16,3056,2464,Mouse_bite,2047,655,2116,733
04_mouse_bite_16,3056,2464,Mouse_bite,1771,1259,1861,1313
04_mouse_bite_17,3056,2464,Mouse_bite,1219,263,1275,347
04_mouse_bite_17,3056,2464,Mouse_bite,891,1021,950,1099
04_mouse_bite_17,3056,2464,Mouse_bite,1992,960,2081,1023
04_mouse_bite_18,3056,2464,Mouse_bite,1810,1088,1890,1150
04_mouse_bite_18,3056,2464,Mouse_bite,592,1368,654,1448
04_mouse_bite_18,3056,2464,Mouse_bite,1626,889,1681,957
04_mouse_bite_19,3056,2464,Mouse_bite,1175,1626,1237,1704
04_mouse_bite_19,3056,2464,Mouse_bite,2227,1381,2280,1457
04_mouse_bite_19,3056,2464,Mouse_bite,433,1350,490,1428
04_mouse_bite_20,3056,2464,Mouse_bite,400,508,479,575
04_mouse_bite_20,3056,2464,Mouse_bite,2024,430,2101,480
04_mouse_bite_20,3056,2464,Mouse_bite,1275,1621,1333,1706
05_mouse_bite_01,2544,2156,Mouse_bite,910,278,972,320
05_mouse_bite_01,2544,2156,Mouse_bite,651,975,716,1020
05_mouse_bite_01,2544,2156,Mouse_bite,1222,817,1266,890
05_mouse_bite_01,2544,2156,Mouse_bite,1576,621,1634,662
05_mouse_bite_01,2544,2156,Mouse_bite,1828,1331,1910,1379
05_mouse_bite_02,2544,2156,Mouse_bite,683,573,762,621
05_mouse_bite_02,2544,2156,Mouse_bite,1216,685,1262,761
05_mouse_bite_02,2544,2156,Mouse_bite,1979,910,2026,986
05_mouse_bite_02,2544,2156,Mouse_bite,1505,1701,1568,1740
05_mouse_bite_02,2544,2156,Mouse_bite,1013,1771,1049,1838
05_mouse_bite_03,2544,2156,Mouse_bite,780,331,850,385
05_mouse_bite_03,2544,2156,Mouse_bite,165,957,207,1035
05_mouse_bite_03,2544,2156,Mouse_bite,1773,356,1829,434
05_mouse_bite_03,2544,2156,Mouse_bite,1975,885,2024,966
05_mouse_bite_03,2544,2156,Mouse_bite,978,1095,1044,1159
05_mouse_bite_04,2544,2156,Mouse_bite,1027,687,1085,734
05_mouse_bite_04,2544,2156,Mouse_bite,1563,859,1624,918
05_mouse_bite_04,2544,2156,Mouse_bite,2075,1651,2125,1696
05_mouse_bite_04,2544,2156,Mouse_bite,1502,1700,1552,1745
05_mouse_bite_04,2544,2156,Mouse_bite,168,820,219,896
05_mouse_bite_05,2544,2156,Mouse_bite,1601,577,1651,617
05_mouse_bite_05,2544,2156,Mouse_bite,295,1357,370,1420
05_mouse_bite_05,2544,2156,Mouse_bite,1377,1495,1415,1570
05_mouse_bite_05,2544,2156,Mouse_bite,1467,1889,1539,1933
05_mouse_bite_05,2544,2156,Mouse_bite,1865,256,1924,322
05_mouse_bite_06,2544,2156,Mouse_bite,1216,618,1262,695
05_mouse_bite_06,2544,2156,Mouse_bite,709,804,787,849
05_mouse_bite_06,2544,2156,Mouse_bite,1603,1374,1667,1426
05_mouse_bite_06,2544,2156,Mouse_bite,2270,1523,2333,1570
05_mouse_bite_06,2544,2156,Mouse_bite,2182,1809,2265,1859
05_mouse_bite_07,2544,2156,Mouse_bite,1430,297,1535,361
05_mouse_bite_07,2544,2156,Mouse_bite,1549,857,1638,907
05_mouse_bite_07,2544,2156,Mouse_bite,2395,1612,2439,1676
05_mouse_bite_07,2544,2156,Mouse_bite,1559,1860,1638,1904
05_mouse_bite_07,2544,2156,Mouse_bite,592,1303,685,1356
05_mouse_bite_07,2544,2156,Mouse_bite,388,338,464,382
05_mouse_bite_08,2544,2156,Mouse_bite,519,1087,602,1126
05_mouse_bite_08,2544,2156,Mouse_bite,93,956,128,1031
05_mouse_bite_08,2544,2156,Mouse_bite,2030,639,2072,720
05_mouse_bite_08,2544,2156,Mouse_bite,2256,1316,2310,1393
05_mouse_bite_08,2544,2156,Mouse_bite,1172,1292,1214,1370
05_mouse_bite_09,2544,2156,Mouse_bite,981,566,1052,612
05_mouse_bite_09,2544,2156,Mouse_bite,1525,578,1588,621
05_mouse_bite_09,2544,2156,Mouse_bite,1623,1013,1674,1068
05_mouse_bite_09,2544,2156,Mouse_bite,1605,1466,1650,1509
05_mouse_bite_09,2544,2156,Mouse_bite,1541,1663,1601,1710
05_mouse_bite_10,2544,2156,Mouse_bite,1290,632,1349,729
05_mouse_bite_10,2544,2156,Mouse_bite,1838,970,1894,1062
05_mouse_bite_10,2544,2156,Mouse_bite,1092,1697,1163,1745
05_mouse_bite_10,2544,2156,Mouse_bite,1944,1332,2030,1378
05_mouse_bite_10,2544,2156,Mouse_bite,1524,1266,1563,1334
06_mouse_bite_01,2868,2316,Mouse_bite,1299,366,1372,407
06_mouse_bite_01,2868,2316,Mouse_bite,1405,681,1444,741
06_mouse_bite_01,2868,2316,Mouse_bite,1508,1608,1567,1643
06_mouse_bite_01,2868,2316,Mouse_bite,2528,1580,2567,1654
06_mouse_bite_01,2868,2316,Mouse_bite,588,1633,626,1692
06_mouse_bite_02,2868,2316,Mouse_bite,490,967,558,1009
06_mouse_bite_02,2868,2316,Mouse_bite,1274,1667,1309,1724
06_mouse_bite_02,2868,2316,Mouse_bite,2083,980,2129,1055
06_mouse_bite_02,2868,2316,Mouse_bite,1545,1101,1615,1134
06_mouse_bite_02,2868,2316,Mouse_bite,1142,917,1201,950
06_mouse_bite_02,2868,2316,Mouse_bite,1796,508,1853,545
06_mouse_bite_03,2868,2316,Mouse_bite,1151,398,1236,447
06_mouse_bite_03,2868,2316,Mouse_bite,1289,603,1365,648
06_mouse_bite_03,2868,2316,Mouse_bite,2045,717,2087,783
06_mouse_bite_03,2868,2316,Mouse_bite,818,1532,896,1565
06_mouse_bite_03,2868,2316,Mouse_bite,199,981,244,1073
06_mouse_bite_04,2868,2316,Mouse_bite,1224,605,1302,646
06_mouse_bite_04,2868,2316,Mouse_bite,2242,842,2285,926
06_mouse_bite_04,2868,2316,Mouse_bite,1958,1432,1996,1515
06_mouse_bite_04,2868,2316,Mouse_bite,939,1288,974,1362
06_mouse_bite_04,2868,2316,Mouse_bite,922,1068,985,1101
06_mouse_bite_05,2868,2316,Mouse_bite,1746,576,1826,613
06_mouse_bite_05,2868,2316,Mouse_bite,826,367,912,405
06_mouse_bite_05,2868,2316,Mouse_bite,162,1219,204,1309
06_mouse_bite_05,2868,2316,Mouse_bite,1059,1894,1115,1928
06_mouse_bite_05,2868,2316,Mouse_bite,1823,1080,1856,1154
06_mouse_bite_06,2868,2316,Mouse_bite,2238,844,2282,928
06_mouse_bite_06,2868,2316,Mouse_bite,2072,1479,2108,1566
06_mouse_bite_06,2868,2316,Mouse_bite,2346,1714,2408,1821
06_mouse_bite_06,2868,2316,Mouse_bite,1249,1263,1325,1299
06_mouse_bite_06,2868,2316,Mouse_bite,691,1529,771,1566
06_mouse_bite_07,2868,2316,Mouse_bite,1800,508,1861,545
06_mouse_bite_07,2868,2316,Mouse_bite,935,401,1022,444
06_mouse_bite_07,2868,2316,Mouse_bite,1193,684,1277,724
06_mouse_bite_07,2868,2316,Mouse_bite,1062,1063,1154,1102
06_mouse_bite_07,2868,2316,Mouse_bite,1188,1290,1264,1324
06_mouse_bite_08,2868,2316,Mouse_bite,2240,714,2286,833
06_mouse_bite_08,2868,2316,Mouse_bite,1929,1296,1960,1380
06_mouse_bite_08,2868,2316,Mouse_bite,1439,1082,1532,1112
06_mouse_bite_08,2868,2316,Mouse_bite,1874,1780,1959,1809
06_mouse_bite_08,2868,2316,Mouse_bite,892,1760,977,1799
06_mouse_bite_08,2868,2316,Mouse_bite,1538,724,1575,794
06_mouse_bite_09,2868,2316,Mouse_bite,414,761,489,803
06_mouse_bite_09,2868,2316,Mouse_bite,806,704,846,788
06_mouse_bite_09,2868,2316,Mouse_bite,968,1259,1016,1360
06_mouse_bite_09,2868,2316,Mouse_bite,306,1380,351,1454
06_mouse_bite_09,2868,2316,Mouse_bite,524,1870,565,1962
06_mouse_bite_10,2868,2316,Mouse_bite,1851,915,1882,997
06_mouse_bite_10,2868,2316,Mouse_bite,2072,1637,2111,1713
06_mouse_bite_10,2868,2316,Mouse_bite,1231,1629,1269,1702
06_mouse_bite_10,2868,2316,Mouse_bite,1609,1265,1679,1296
06_mouse_bite_10,2868,2316,Mouse_bite,1003,762,1096,788
07_mouse_bite_01,2904,1921,Mouse_bite,1097,544,1148,622
07_mouse_bite_01,2904,1921,Mouse_bite,1695,881,1747,968
07_mouse_bite_01,2904,1921,Mouse_bite,1927,628,1986,687
07_mouse_bite_01,2904,1921,Mouse_bite,705,926,756,1019
07_mouse_bite_01,2904,1921,Mouse_bite,1650,1311,1736,1366
07_mouse_bite_02,2904,1921,Mouse_bite,1186,408,1241,488
07_mouse_bite_02,2904,1921,Mouse_bite,1912,626,1990,685
07_mouse_bite_02,2904,1921,Mouse_bite,1765,818,1829,900
07_mouse_bite_02,2904,1921,Mouse_bite,1070,956,1151,1011
07_mouse_bite_02,2904,1921,Mouse_bite,1049,1638,1157,1695
07_mouse_bite_03,2904,1921,Mouse_bite,1092,576,1147,646
07_mouse_bite_03,2904,1921,Mouse_bite,706,961,762,1045
07_mouse_bite_03,2904,1921,Mouse_bite,1960,557,2020,619
07_mouse_bite_03,2904,1921,Mouse_bite,2545,573,2593,664
07_mouse_bite_03,2904,1921,Mouse_bite,2327,1032,2381,1141
07_mouse_bite_04,2904,1921,Mouse_bite,1766,812,1829,884
07_mouse_bite_04,2904,1921,Mouse_bite,1517,523,1555,590
07_mouse_bite_04,2904,1921,Mouse_bite,986,200,1079,272
07_mouse_bite_04,2904,1921,Mouse_bite,799,949,856,1014
07_mouse_bite_04,2904,1921,Mouse_bite,514,762,597,856
07_mouse_bite_05,2904,1921,Mouse_bite,1616,679,1695,732
07_mouse_bite_05,2904,1921,Mouse_bite,2080,876,2160,926
07_mouse_bite_05,2904,1921,Mouse_bite,2100,1322,2183,1374
07_mouse_bite_05,2904,1921,Mouse_bite,1471,891,1535,955
07_mouse_bite_05,2904,1921,Mouse_bite,1108,1124,1189,1173
07_mouse_bite_06,2904,1921,Mouse_bite,696,398,799,462
07_mouse_bite_06,2904,1921,Mouse_bite,1654,176,1776,254
07_mouse_bite_06,2904,1921,Mouse_bite,879,862,952,933
07_mouse_bite_06,2904,1921,Mouse_bite,2043,664,2097,723
07_mouse_bite_06,2904,1921,Mouse_bite,2336,439,2387,520
07_mouse_bite_07,2904,1921,Mouse_bite,1317,597,1399,647
07_mouse_bite_07,2904,1921,Mouse_bite,1555,885,1626,950
07_mouse_bite_07,2904,1921,Mouse_bite,1923,610,1989,681
07_mouse_bite_07,2904,1921,Mouse_bite,1237,869,1342,919
07_mouse_bite_07,2904,1921,Mouse_bite,442,844,532,912
07_mouse_bite_08,2904,1921,Mouse_bite,1086,554,1148,643
07_mouse_bite_08,2904,1921,Mouse_bite,1046,1308,1142,1366
07_mouse_bite_08,2904,1921,Mouse_bite,1767,630,1846,692
07_mouse_bite_08,2904,1921,Mouse_bite,2113,830,2207,880
07_mouse_bite_08,2904,1921,Mouse_bite,2677,517,2744,620
07_mouse_bite_09,2904,1921,Mouse_bite,959,384,1025,469
07_mouse_bite_09,2904,1921,Mouse_bite,1616,629,1695,686
07_mouse_bite_09,2904,1921,Mouse_bite,1975,699,2044,776
07_mouse_bite_09,2904,1921,Mouse_bite,2322,1014,2384,1112
07_mouse_bite_09,2904,1921,Mouse_bite,879,876,929,948
07_mouse_bite_10,2904,1921,Mouse_bite,1560,869,1616,940
07_mouse_bite_10,2904,1921,Mouse_bite,1971,926,2056,980
07_mouse_bite_10,2904,1921,Mouse_bite,960,1121,1046,1183
07_mouse_bite_10,2904,1921,Mouse_bite,2329,438,2383,525
07_mouse_bite_10,2904,1921,Mouse_bite,1791,466,1862,550
08_mouse_bite_01,2759,2154,Mouse_bite,1559,1181,1612,1241
08_mouse_bite_01,2759,2154,Mouse_bite,570,1305,628,1354
08_mouse_bite_01,2759,2154,Mouse_bite,2253,396,2340,461
08_mouse_bite_01,2759,2154,Mouse_bite,2143,696,2205,745
08_mouse_bite_01,2759,2154,Mouse_bite,1576,1817,1658,1873
08_mouse_bite_02,2759,2154,Mouse_bite,1767,595,1849,639
08_mouse_bite_02,2759,2154,Mouse_bite,2001,762,2068,829
08_mouse_bite_02,2759,2154,Mouse_bite,1666,910,1737,976
08_mouse_bite_02,2759,2154,Mouse_bite,450,908,522,990
08_mouse_bite_02,2759,2154,Mouse_bite,763,1238,836,1286
08_mouse_bite_03,2759,2154,Mouse_bite,2240,1060,2304,1135
08_mouse_bite_03,2759,2154,Mouse_bite,1788,1292,1845,1336
08_mouse_bite_03,2759,2154,Mouse_bite,1247,1308,1298,1367
08_mouse_bite_03,2759,2154,Mouse_bite,1058,1807,1141,1869
08_mouse_bite_03,2759,2154,Mouse_bite,2374,1297,2432,1369
08_mouse_bite_04,2759,2154,Mouse_bite,1034,918,1085,974
08_mouse_bite_04,2759,2154,Mouse_bite,459,1370,517,1416
08_mouse_bite_04,2759,2154,Mouse_bite,2399,999,2455,1053
08_mouse_bite_04,2759,2154,Mouse_bite,2222,686,2278,746
08_mouse_bite_04,2759,2154,Mouse_bite,546,574,604,646
08_mouse_bite_05,2759,2154,Mouse_bite,2091,764,2138,818
08_mouse_bite_05,2759,2154,Mouse_bite,1514,594,1586,642
08_mouse_bite_05,2759,2154,Mouse_bite,1565,1201,1624,1263
08_mouse_bite_05,2759,2154,Mouse_bite,1246,1326,1302,1387
08_mouse_bite_05,2759,2154,Mouse_bite,293,1227,350,1288
08_mouse_bite_06,2759,2154,Mouse_bite,892,920,950,979
08_mouse_bite_06,2759,2154,Mouse_bite,1950,1176,1995,1239
08_mouse_bite_06,2759,2154,Mouse_bite,2236,1285,2312,1366
08_mouse_bite_06,2759,2154,Mouse_bite,1250,1294,1304,1360
08_mouse_bite_06,2759,2154,Mouse_bite,557,584,615,656
08_mouse_bite_07,2759,2154,Mouse_bite,1032,976,1086,1027
08_mouse_bite_07,2759,2154,Mouse_bite,1952,1050,2010,1110
08_mouse_bite_07,2759,2154,Mouse_bite,2396,987,2450,1061
08_mouse_bite_07,2759,2154,Mouse_bite,2370,1634,2455,1690
08_mouse_bite_07,2759,2154,Mouse_bite,1986,1784,2057,1839
08_mouse_bite_08,2759,2154,Mouse_bite,1258,1301,1305,1360
08_mouse_bite_08,2759,2154,Mouse_bite,616,900,667,966
08_mouse_bite_08,2759,2154,Mouse_bite,2273,1205,2333,1264
08_mouse_bite_08,2759,2154,Mouse_bite,2555,1342,2610,1421
08_mouse_bite_08,2759,2154,Mouse_bite,1519,591,1586,637
08_mouse_bite_09,2759,2154,Mouse_bite,1845,621,1925,667
08_mouse_bite_09,2759,2154,Mouse_bite,2078,1067,2132,1125
08_mouse_bite_09,2759,2154,Mouse_bite,1247,989,1307,1032
08_mouse_bite_09,2759,2154,Mouse_bite,2550,1652,2607,1720
08_mouse_bite_09,2759,2154,Mouse_bite,268,1756,318,1815
08_mouse_bite_10,2759,2154,Mouse_bite,1668,915,1712,979
08_mouse_bite_10,2759,2154,Mouse_bite,2230,685,2274,754
08_mouse_bite_10,2759,2154,Mouse_bite,2280,412,2345,451
08_mouse_bite_10,2759,2154,Mouse_bite,1188,1299,1224,1362
08_mouse_bite_10,2759,2154,Mouse_bite,1812,1879,1852,1961
09_mouse_bite_01,2775,2159,Mouse_bite,1757,1212,1799,1269
